CURSO;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;Campus;turno;t-p-i;TOTAL DE VAGAS;SALDO DE VAGAS PARA O AJUSTE;DOCENTE TEORIA;DOCENTE PRÁTICA
ENGENHARIA DE MATERIAIS;DAESTM006-17SA;Materiais Poliméricos A-diurno (Santo André);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, quinzenal I";sexta das 08:00 às 10:00, quinzenal II;SA;diurno;3-1-4;30;18;Suel Eric Vidotti;Derval Dos Santos Rosa
ENGENHARIA DE MATERIAIS;NAESTM006-17SA;Materiais Poliméricos A-noturno (Santo André);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal I";sexta das 19:00 às 21:00, quinzenal II;SA;noturno;3-1-4;30;12;Derval Dos Santos Rosa;Suel Eric Vidotti
ENGENHARIA DE MATERIAIS;DAESZM041-17SA;Processamento e Conformação de Metais II A-diurno (Santo André);"terça das 17:00 às 19:00, semanal ; quinta das 17:00 às 19:00, semanal";;SA;diurno;4-0-4;30;22;Carlos Triveno Rios;0
ENGENHARIA DE MATERIAIS;NAESTM010-17SA;Propriedades Mecânicas e Térmicas A- noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, quinzenal II";quinta das 19:00 às 21:00, quinzenal I;SA;noturno;3-1-4;30;13;Carlos Triveno Rios;Carlos Triveno Rios
ENGENHARIA DE MATERIAIS;NAESTM013-17SA;Seleção de Materiais A-noturno (Santo André);"segunda das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-4;30;6;Alejandro Andres Zuniga Paez;0
ENGENHARIA DE MATERIAIS;DAESTM018-17SA;Termodinâmica de Materiais A-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;4-0-6;30;17;Roberto Gomes De Aguiar Veiga;0
ENGENHARIA DE MATERIAIS;NAESTM018-17SA;Termodinâmica de Materiais A-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-6;30;3;Roberto Gomes De Aguiar Veiga;0
ENGENHARIAS;DA2ESTO001-17SB;Circuitos Elétricos e Fotônica A2-diurno (São Bernardo do Campo);"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, quinzenal I";sexta das 08:00 às 10:00, quinzenal II;SB;diurno;3-1-5;45;2;Nasser Ali Daghastanli;Olavo Luppi Silva
ENGENHARIAS;DA1ESTO013-17SB;Engenharia Econômica A1-diurno (São Bernardo do Campo);"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;60;32;Osmar Domingues;0
ENGENHARIAS;DA2ESTO013-17SB;Engenharia Econômica A2-diurno (São Bernardo do Campo);"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;60;41;Luis Henrique Rodrigues;0
ENGENHARIAS;DA1ESTO902-17SB;Engenharia Unificada I A1-diurno (São Bernardo do Campo);;segunda das 14:00 às 16:00, semanal;SB;diurno;0-2-5;30;3;Joao Loures Salinet Junior;0
ENGENHARIAS;NA1ESTO902-17SA;Engenharia Unificada I A1-noturno (Santo André);;segunda das 19:00 às 21:00, semanal;SA;noturno;0-2-5;30;5;Jeroen Schoenmaker;0
ENGENHARIAS;DA1ESTO016-17SA;Fenômenos de Transporte A1-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;4-0-4;45;2;Juliana Martin Do Prado;0
ENGENHARIAS;NA1ESTO016-17SA;Fenômenos de Transporte A1-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;45;19;Reynaldo Palacios Bereche;0
ENGENHARIAS;NA1ESTO016-17SB;Fenômenos de Transporte A1-noturno (São Bernardo do Campo);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;45;9;Wagner Shin Nishitani;0
ENGENHARIAS;NA2ESTO016-17SA;Fenômenos de Transporte A2-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-4;45;33;Joao Vicente Akwa;0
ENGENHARIAS;NBESTO016-17SA;Fenômenos de Transporte B-noturno (Santo André);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SA;noturno;4-0-4;45;26;Gilberto Martins;0
ENGENHARIAS;NA1ESTO011-17SB;Fundamentos de Desenho Técnico A1- noturno (São Bernardo do Campo);quinta das 19:00 às 21:00, semanal;;SB;noturno;2-0-4;40;21;Reinaldo Marcondes Orselli;0
ENGENHARIAS;NA3ESTO011-17SA;Fundamentos de Desenho Técnico A3- noturno (Santo André);terça das 19:00 às 21:00, semanal;;SA;noturno;2-0-4;40;15;Romulo Gonçalves Lins;0
ENGENHARIAS;NA1ESTO004-17SA;Instrumentação e Controle A1-noturno (Santo André);"terça das 19:00 às 21:00, quinzenal I; quinta das 21:00 às 23:00, semanal";terça das 19:00 às 21:00, quinzenal II;SA;noturno;3-1-5;45;16;Victor Augusto Fernandes De Campos;Victor Augusto Fernandes De Campos
ENGENHARIAS;NA1ESTO004-17SB;Instrumentação e Controle A1-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, quinzenal I; quinta das 21:00 às 23:00, semanal";terça das 19:00 às 21:00, quinzenal II;SB;noturno;3-1-5;45;6;Luiz Carlos Gadelha De Souza;Luiz Carlos Gadelha De Souza
ENGENHARIAS;DAESTO005-17SB;Introdução às Engenharias A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00, semanal;;SB;diurno;2-0-4;60;50;Márcia Maria Penteado Marchesini;0
ENGENHARIAS;DA1ESTO005-17SA;Introdução às Engenharias A1-diurno (Santo André);sexta das 10:00 às 12:00, semanal;;SA;diurno;2-0-4;60;40;Diego Silverio Da Silva;0
ENGENHARIAS;NA1ESTO005-17SA;Introdução às Engenharias A1-noturno (Santo André);sexta das 21:00 às 23:00, semanal;;SA;noturno;2-0-4;60;46;Vania Trombini Hernandes;0
ENGENHARIAS;DA2ESTO005-17SA;Introdução às Engenharias A2-diurno (Santo André);sexta das 10:00 às 12:00, semanal;;SA;diurno;2-0-4;60;44;José Alberto Torrico Altuna;0
ENGENHARIAS;NA2ESTO005-17SA;Introdução às Engenharias A2-noturno (Santo André);sexta das 21:00 às 23:00, semanal;;SA;noturno;2-0-4;60;53;Claudia Francisca Escobar De Paiva;0
ENGENHARIAS;NA3ESTO005-17SA;Introdução às Engenharias A3-noturno (Santo André);sexta das 21:00 às 23:00, semanal;;SA;noturno;2-0-4;60;17;Luiz Antonio Celiberto Junior;0
ENGENHARIAS;NBESTO005-17SB;Introdução às Engenharias B-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00, semanal;;SB;noturno;2-0-4;60;46;Delmo Alves De Moura;0
ENGENHARIAS;DAESTO006-17SB;Materiais e Suas Propriedades A-diurno (São Bernardo do Campo);"terça das 10:00 às 12:00, quinzenal II; sexta das 08:00 às 10:00, semanal";terça das 10:00 às 12:00, quinzenal I;SB;diurno;3-1-5;45;4;Juliana Kelmy Macario Barboza Daguano;Juliana Kelmy Macario Barboza Daguano
ENGENHARIAS;NA1ESTO006-17SA;Materiais e Suas Propriedades A1- noturno (Santo André);"segunda das 19:00 às 21:00, quinzenal I; quinta das 21:00 às 23:00, semanal";segunda das 19:00 às 21:00, quinzenal II;SA;noturno;3-1-5;45;36;Jeverson Teodoro Arantes Junior;Jeverson Teodoro Arantes Junior
ENGENHARIAS;NA2ESTO006-17SA;Materiais e Suas Propriedades A2- noturno (Santo André);"segunda das 19:00 às 21:00, quinzenal I; quinta das 21:00 às 23:00, semanal";segunda das 19:00 às 21:00, quinzenal II;SA;noturno;3-1-5;45;1;Mara Cristina Lopes De Oliveira;Mara Cristina Lopes De Oliveira
ENGENHARIAS;NA2ESTO006-17SB;Materiais e Suas Propriedades A2- noturno (São Bernardo do Campo);"terça das 21:00 às 23:00, quinzenal II; sexta das 19:00 às 21:00, semanal";terça das 21:00 às 23:00, quinzenal I;SB;noturno;3-1-5;45;24;Christiane Ribeiro;Christiane Ribeiro
ENGENHARIAS;DA1ESTO008-17SA;Mecânica dos Sólidos I A1-diurno (Santo André);"segunda das 10:00 às 12:00, semanal ; quarta das 08:00 às 10:00, semanal";;SA;diurno;3-1-5;60;8;Demetrio Jackson Dos Santos;0
ENGENHARIAS;DA1ESTO008-17SB;Mecânica dos Sólidos I A1-diurno (São Bernardo do Campo);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SB;diurno;3-1-5;60;13;Joao Batista De Aguiar;0
ENGENHARIAS;NA1ESTO008-17SB;Mecânica dos Sólidos I A1-noturno (São Bernardo do Campo);"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal";;SB;noturno;3-1-5;60;3;Cicero Ribeiro De Lima;0
ENGENHARIAS;DA1ESTO012-17SA;Princípios de Administração A1-diurno (Santo André);sexta das 08:00 às 10:00, semanal;;SA;diurno;2-0-4;60;9;Michelle Sato Frigo;0
ENGENHARIAS;DB1ESTO012-17SA;Princípios de Administração B1-diurno (Santo André);sexta das 10:00 às 12:00, semanal;;SA;diurno;2-0-4;60;27;Michelle Sato Frigo;0
ENGENHARIAS;NB2ESTO012-17SA;Princípios de Administração B2-noturno (Santo André);sexta das 21:00 às 23:00, semanal;;SA;noturno;2-0-4;60;7;Silvia Novaes Zilber Turri;0
ENGENHARIAS;DAESTO014-17SA;Termodinâmica Aplicada I A-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal";;SA;diurno;4-0-5;45;10;Ana Maria Pereira Neto;0
ENGENHARIAS;NAESTO014-17SA;Termodinâmica Aplicada I A-noturno (Santo André);"terça das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal";;SA;noturno;4-0-5;45;22;Marcelo Modesto Da Silva;0
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS;DANHZ1094-19SA;Escrita e Leitura na Educação em Ciências A-diurno (Santo André);terça das 14:00 às 16:00, semanal;;SA;diurno;1-1-2;30;2;Renata De Paula Orofino Silva;Renata De Paula Orofino Silva
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS;NANHT1083-16SA;Práticas de Ensino de Biologia I A- noturno (Santo André);quinta das 18:00 às 21:00, semanal;;SA;noturno;2-1-4;30;11;Fernanda Franzolin;Fernanda Franzolin
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS;DANHT1083-16SA;Práticas de Ensino de Biologia I A-diurno (Santo André);quinta das 10:00 às 13:00, semanal;;SA;diurno;2-1-4;30;12;Fernanda Franzolin;Fernanda Franzolin
LICENCIATURA EM CIÊNCIAS HUMANAS;DA2BIR0004-15SB;Bases Epistemológicas da Ciência Moderna A2-diurno (São Bernardo do Campo);"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, quinzenal I";;SB;diurno;3-0-4;45;10;Michela Bordignon;0
LICENCIATURA EM CIÊNCIAS HUMANAS;DA1NHZ5023-18SB;Práticas escolares em educação especial e inclusiva A1-diurno (São Bernardo do Campo);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SB;diurno;2-2-4;40;5;Priscila Benitez Afonso;Priscila Benitez Afonso
LICENCIATURA EM CIÊNCIAS HUMANAS;NA1NHZ5023-18SB;Práticas escolares em educação especial e inclusiva A1-noturno (São Bernardo do Campo);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;2-2-4;40;5;Priscila Benitez Afonso;Priscila Benitez Afonso
LICENCIATURA EM CIÊNCIAS HUMANAS;DA1NHZ5019-15SB;Tecnologias da Informação e Comunicação na Educação A1-diurno (São Bernardo do Campo);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, quinzenal II";;SB;diurno;3-0-3;40;9;Silvia Cristina Dotta;Silvia Cristina Dotta
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DA1BCS0001-15SA;Base Experimental das Ciências Naturais A1-diurno (Santo André);;segunda das 08:00 às 11:00, semanal;SA;diurno;0-3-2;50;50;0;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DA2BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A2-diurno (Santo André);"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, quinzenal I";;SA;diurno;3-0-4;45;1;Alberto Edmundo Fabricio Canseco;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DA1BIS0003-15SA;Bases Matemáticas A1-diurno (Santo André);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SA;diurno;4-0-5;60;6;Ioannis Papageorgiou;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DB1BIS0003-15SA;Bases Matemáticas B1-diurno (Santo André);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SA;diurno;4-0-5;60;12;Ioannis Papageorgiou;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;NB1BIS0003-15SA;Bases Matemáticas B1-noturno (Santo André);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SA;noturno;4-0-5;60;6;Rodrigo Roque Dias;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DA2BIR0603-15SA;Ciência, Tecnologia e Sociedade A2- diurno (Santo André);"segunda das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, quinzenal I";;SA;diurno;3-0-4;79;1;Adalberto Mantovani Martiniano De Azevedo;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DA1BIK0102-15SA;Estrutura da Matéria A1-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, quinzenal II";;SA;diurno;3-0-4;50;1;Rodrigo Maghdissian Cordeiro;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DA1BIL0304-15SA;Evolução e Diversificação da Vida na Terra A1-diurno (Santo André);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, quinzenal II";;SA;diurno;3-0-4;50;1;Ricardo Jannini Sawaya;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DB1BIL0304-15SA;Evolução e Diversificação da Vida na Terra B1-diurno (Santo André);"terça das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, quinzenal II";;SA;diurno;3-0-4;40;2;Matheus Fortes Santos;0
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DA1NHZ5023-18SA;Práticas escolares em educação especial e inclusiva A1-diurno (Santo André);"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SA;diurno;2-2-4;40;31;Mara Silvia Pasian;Mara Silvia Pasian
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;NA1NHZ5023-18SA;Práticas escolares em educação especial e inclusiva A1-noturno (Santo André);"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SA;noturno;2-2-4;40;19;Mara Silvia Pasian;Mara Silvia Pasian
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;DB1NHZ5023-18SA;Práticas escolares em educação especial e inclusiva B1-diurno (Santo André);"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal";;SA;diurno;2-2-4;40;33;Ruth Ferreira Galduroz;Ruth Ferreira Galduroz
LICENCIATURA EM CIÊNCIAS NATURAIS E EXATAS;NB1NHZ5023-18SA;Práticas escolares em educação especial e inclusiva B1-noturno (Santo André);"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal";;SA;noturno;2-2-4;40;32;Ruth Ferreira Galduroz;Ruth Ferreira Galduroz
LICENCIATURA EM FILOSOFIA;NANHZ2091-16SB;Argumentação e Ensino A-noturno (São Bernardo do Campo);"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal";;SB;noturno;4-0-4;40;21;Patricia Del Nero Velasco;0
LICENCIATURA EM FILOSOFIA;DANHZ2095-16SB;Filosofia da escola: modelos institucionais e questões filosóficas A- diurno (São Bernardo do Campo);"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal";;SB;diurno;4-0-4;40;37;Fabiano Ramos Torres;0
LICENCIATURA EM FILOSOFIA;NANHH2023-16SB;Filosofia do Ensino de Filosofia A- noturno (São Bernardo do Campo);"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal";;SB;noturno;4-0-4;40;27;Joao Paulo Simoes Vilas Boas;0
LICENCIATURA EM FILOSOFIA;DANHH2023-16SB;Filosofia do Ensino de Filosofia A-diurno (São Bernardo do Campo);"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal";;SB;diurno;4-0-4;40;35;Patricia Del Nero Velasco;0
